"data_scenario","algorithm","resampling","feature_selection","imputation_num","imputation_cat","encoding","fold","TARGET","auc","sen","spec","accu","ID","gmean"
"16","glm","down","FFS","MEDIAN","DROP","HARD","1","year1",0.621011758040958,0.541749502982107,0.642868253227563,0.629186281102892,"16.3",0.590147063594328
"1","glm","down","LASSO","DROP","UNKNOWN","LABEL","1","year1",0.653644110823204,0.583724569640063,0.632055148642826,0.626207157735277,"1.1.1",0.60740935095726
"2","glm","down","LASSO","DROP","MISSING","LABEL","1","year1",0.652135128738827,0.599374021909233,0.641533821628608,0.636432493845863,"2.1.1",0.620095723949407
"3","glm","down","LASSO","DROP","MODE","LABEL","1","year1",0.665964093238641,0.607198748043818,0.64218009478673,0.637947358454838,"3.1.1",0.624444512805712
"4","glm","down","LASSO","DROP","DROP","LABEL","1","year1",0.639331434362248,0.577931034482759,0.621525019857029,0.616038882138518,"4.1.1",0.599331792651525
"5","glm","down","LASSO","MEDIAN","UNKNOWN","LABEL","1","year1",0.651195643054609,0.593650793650794,0.625628464612608,0.621160031052456,"5.1.1",0.609429925871549
"6","glm","down","LASSO","MEDIAN","MISSING","LABEL","1","year1",0.652953502315368,0.584126984126984,0.625112801340725,0.619385604968393,"6.1.1",0.604272500935073
"7","glm","down","LASSO","MEDIAN","MODE","LABEL","1","year1",0.65735812609604,0.599206349206349,0.631558592239268,0.627037817455917,"7.1.1",0.615169828881093
"8","glm","down","LASSO","MEDIAN","DROP","LABEL","1","year1",0.649442433901799,0.568588469184891,0.641934982112304,0.632010759919301,"8.1.1",0.604149674166481
"9","glm","down","LASSO","DROP","UNKNOWN","HARD","1","year1",0.662128932337864,0.602503912363067,0.637656182679879,0.633402764627911,"9.1.1",0.619830900171269
"10","glm","down","LASSO","DROP","MISSING","HARD","1","year1",0.657071684740065,0.599374021909233,0.626023265833692,0.622798712365082,"10.1.1",0.612553738582578
"11","glm","down","LASSO","DROP","MODE","HARD","1","year1",0.657071684740065,0.599374021909233,0.626023265833692,0.622798712365082,"11.1.1",0.612553738582578
"12","glm","down","LASSO","DROP","DROP","HARD","1","year1",0.638935663224781,0.577931034482759,0.615766481334392,0.61100503384829,"12.1.1",0.596548874407951
"13","glm","down","LASSO","MEDIAN","UNKNOWN","HARD","1","year1",0.65982256681625,0.611904761904762,0.628464612607967,0.626150604413885,"13.1.1",0.62012941322231
"14","glm","down","LASSO","MEDIAN","MISSING","HARD","1","year1",0.660243282565056,0.601587301587302,0.63039834987753,0.626372407674393,"14.1.1",0.615824359885114
"15","glm","down","LASSO","MEDIAN","MODE","HARD","1","year1",0.661438209420676,0.61984126984127,0.622276653345366,0.621936342464234,"15.1.1",0.62105776784625
"16","glm","down","LASSO","MEDIAN","DROP","HARD","1","year1",0.653955408936952,0.567594433399602,0.64209052729818,0.632010759919301,"16.1.1",0.603694466624519
"1","glm","down","RF","DROP","UNKNOWN","LABEL","1","year1",0.64556384214618,0.579029733959311,0.627962085308057,0.622041280060595,"1.2.1",0.602999767157881
"2","glm","down","RF","DROP","MISSING","LABEL","1","year1",0.628183577986661,0.582159624413146,0.607065919862128,0.60405226282901,"2.2.1",0.594482352892798
"3","glm","down","RF","DROP","MODE","LABEL","1","year1",0.642535427029119,0.579029733959311,0.636794485135717,0.629804961181594,"3.2.1",0.607225609897089
"4","glm","down","RF","DROP","DROP","LABEL","1","year1",0.628994001807675,0.580689655172414,0.607227958697379,0.603888213851762,"4.2.1",0.5938105707606
"5","glm","down","RF","MEDIAN","UNKNOWN","LABEL","1","year1",0.644773486722693,0.592063492063492,0.619827252803919,0.61594765443052,"5.2.1",0.605786338382774
