"data_scenario","algorithm","resampling","feature_selection","imputation_num","imputation_cat","encoding","fold","TARGET","auc","sen","spec","accu","ID","gmean"
13,"rpart","smote","FFS","MEDIAN","UNKNOWN","HARD",1,"year1",0.555897131,0.275396825,0.791672038,0.719529777,"13.6.7",0.466930365
16,"rpart","smote","FFS","MEDIAN","DROP","HARD",1,"year1",0.56777549,0.199801193,0.857676155,0.768661735,"16.6.7",0.413962219
1,"rpart","none","FFS","DROP","UNKNOWN","LABEL",2,"year1",0.577201755,0.055194805,0.979477612,0.874816176,"1.13.1",0.232512529
4,"rpart","none","FFS","DROP","DROP","LABEL",2,"year1",0.56678064,0.024285714,0.990399386,0.875930941,"4.13.1",0.155088866
5,"rpart","none","FFS","MEDIAN","UNKNOWN","LABEL",2,"year1",0.599454241,0.018166804,0.991801179,0.861040257,"5.13.1",0.134230615
8,"rpart","none","FFS","MEDIAN","DROP","LABEL",2,"year1",0.570110963,0.069719043,0.967295406,0.852820173,"8.13.1",0.259690026
9,"rpart","none","FFS","DROP","UNKNOWN","HARD",2,"year1",0.566951834,0.045454545,0.978648425,0.872977941,"9.13.1",0.21091235
12,"rpart","none","FFS","DROP","DROP","HARD",2,"year1",0.588646176,0.015714286,0.993663594,0.877792823,"12.13.1",0.124958848
13,"rpart","none","FFS","MEDIAN","UNKNOWN","HARD",2,"year1",0.603139923,0.018992568,0.991288752,0.860707552,"13.13.1",0.13721195
16,"rpart","none","FFS","MEDIAN","DROP","HARD",2,"year1",0.570110963,0.069719043,0.967295406,0.852820173,"16.13.1",0.259690026
1,"rpart","down","FFS","DROP","UNKNOWN","LABEL",2,"year1",0.561255546,0.553571429,0.559701493,0.559007353,"1.3.7.1",0.556628022
4,"rpart","down","FFS","DROP","DROP","LABEL",2,"year1",0.549419711,0.508571429,0.535138249,0.531990521,"4.3.7.1",0.521685752
5,"rpart","down","FFS","MEDIAN","UNKNOWN","LABEL",2,"year1",0.577296033,0.534269199,0.582244427,0.575801264,"5.3.7.1",0.557741216
8,"rpart","down","FFS","MEDIAN","DROP","LABEL",2,"year1",0.580988091,0.539021852,0.581837542,0.576376908,"8.3.7.1",0.560020669
9,"rpart","down","FFS","DROP","UNKNOWN","HARD",2,"year1",0.556230112,0.524350649,0.559286899,0.555330882,"9.3.7.1",0.541537117
12,"rpart","down","FFS","DROP","DROP","HARD",2,"year1",0.557331989,0.475714286,0.595814132,0.581584292,"12.3.7.1",0.532388293
13,"rpart","down","FFS","MEDIAN","UNKNOWN","HARD",2,"year1",0.57053923,0.527663088,0.58326928,0.575801264,"13.3.7.1",0.554769925
16,"rpart","down","FFS","MEDIAN","DROP","HARD",2,"year1",0.580988091,0.539021852,0.581837542,0.576376908,"16.3.7.1",0.560020669
1,"rpart","up","FFS","DROP","UNKNOWN","LABEL",2,"year1",0.569904468,0.503246753,0.630597015,0.616176471,"1.4.7.1",0.563334626
4,"rpart","up","FFS","DROP","DROP","LABEL",2,"year1",0.54356896,0.458571429,0.613479263,0.595125254,"4.4.7.1",0.530399908
5,"rpart","up","FFS","MEDIAN","UNKNOWN","LABEL",2,"year1",0.591125091,0.523534269,0.611965155,0.600088721,"5.4.7.1",0.566025379
8,"rpart","up","FFS","MEDIAN","DROP","LABEL",2,"year1",0.574256594,0.531737773,0.606936416,0.59734572,"8.4.7.1",0.568094199
9,"rpart","up","FFS","DROP","UNKNOWN","HARD",2,"year1",0.566524789,0.438311688,0.668325041,0.642279412,"9.4.7.1",0.541234401
12,"rpart","up","FFS","DROP","DROP","HARD",2,"year1",0.546260286,0.437142857,0.65437788,0.628639133,"12.4.7.1",0.534842609
13,"rpart","up","FFS","MEDIAN","UNKNOWN","HARD",2,"year1",0.598754097,0.557390586,0.605175506,0.598757902,"13.4.7.1",0.580791813
16,"rpart","up","FFS","MEDIAN","DROP","HARD",2,"year1",0.574256594,0.531737773,0.606936416,0.59734572,"16.4.7.1",0.568094199
1,"rpart","rose","FFS","DROP","UNKNOWN","LABEL",2,"year1",0.554025563,0.25974026,0.81384743,0.751102941,"1.5.7.1",0.459770533
4,"rpart","rose","FFS","DROP","DROP","LABEL",2,"year1",0.580543395,0.442857143,0.693548387,0.663845633,"4.5.7.1",0.554204707
5,"rpart","rose","FFS","MEDIAN","UNKNOWN","LABEL",2,"year1",0.548889905,0.317919075,0.776838329,0.715204614,"5.5.7.1",0.496962497
8,"rpart","rose","FFS","MEDIAN","DROP","LABEL",2,"year1",0.5649496,0.329864724,0.787800426,0.729396151,"8.5.7.1",0.509772077
9,"rpart","rose","FFS","DROP","UNKNOWN","HARD",2,"year1",0.557556172,0.230519481,0.837064677,0.768382353,"9.5.7.1",0.4392718
12,"rpart","rose","FFS","DROP","DROP","HARD",2,"year1",0.594180108,0.444285714,0.708717358,0.677386594,"12.5.7.1",0.561135454
13,"rpart","rose","FFS","MEDIAN","UNKNOWN","HARD",2,"year1",0.527586605,0.312964492,0.732897771,0.676499945,"13.5.7.1",0.478926903
16,"rpart","rose","FFS","MEDIAN","DROP","HARD",2,"year1",0.5649496,0.329864724,0.787800426,0.729396151,"16.5.7.1",0.509772077
1,"rpart","smote","FFS","DROP","UNKNOWN","LABEL",2,"year1",0.559771489,0.266233766,0.813432836,0.751470588,"1.6.7.1",0.465363608
4,"rpart","smote","FFS","DROP","DROP","LABEL",2,"year1",0.56213888,0.237142857,0.816628264,0.747968856,"4.6.7.1",0.440065404
5,"rpart","smote","FFS","MEDIAN","UNKNOWN","LABEL",2,"year1",0.543137221,0.234516928,0.814117346,0.736275923,"5.6.7.1",0.436948852
8,"rpart","smote","FFS","MEDIAN","DROP","LABEL",2,"year1",0.574606331,0.174817898,0.882263462,0.79203716,"8.6.7.1",0.392728206
9,"rpart","smote","FFS","DROP","UNKNOWN","HARD",2,"year1",0.555957698,0.246753247,0.849295191,0.781066176,"9.6.7.1",0.457784169
12,"rpart","smote","FFS","DROP","DROP","HARD",2,"year1",0.536309524,0.238571429,0.807219662,0.739844279,"12.6.7.1",0.438838863
13,"rpart","smote","FFS","MEDIAN","UNKNOWN","HARD",2,"year1",0.557723494,0.231213873,0.824365872,0.744704447,"13.6.7.1",0.436583126
16,"rpart","smote","FFS","MEDIAN","DROP","HARD",2,"year1",0.574606331,0.174817898,0.882263462,0.79203716,"16.6.7.1",0.392728206
1,"rpart","none","FFS","DROP","UNKNOWN","LABEL",3,"year1",0.601199989,0.045525903,0.981338481,0.868843178,"1.13.2",0.211367737
4,"rpart","none","FFS","DROP","DROP","LABEL",3,"year1",0.600042236,0.017832647,0.993708219,0.871367154,"4.13.2",0.133118174
5,"rpart","none","FFS","MEDIAN","UNKNOWN","LABEL",3,"year1",0.587188903,0.020128824,0.991768489,0.857935012,"5.13.2",0.141290955
8,"rpart","none","FFS","MEDIAN","DROP","LABEL",3,"year1",0.579248816,0.059535822,0.972989659,0.851807229,"8.13.2",0.240681822
9,"rpart","none","FFS","DROP","UNKNOWN","HARD",3,"year1",0.593058746,0.034536892,0.984770485,0.870541612,"9.13.2",0.184420475
12,"rpart","none","FFS","DROP","DROP","HARD",3,"year1",0.591818257,0.013717421,0.994691309,0.871711092,"12.13.2",0.116810101
13,"rpart","none","FFS","MEDIAN","UNKNOWN","HARD",3,"year1",0.585457229,0.02173913,0.993440514,0.859598536,"13.13.2",0.146957589
16,"rpart","none","FFS","MEDIAN","DROP","HARD",3,"year1",0.588426258,0.064581231,0.969748418,0.849665328,"16.13.2",0.250254963
1,"rpart","down","FFS","DROP","UNKNOWN","LABEL",3,"year1",0.600616596,0.5855573,0.571214071,0.57293829,"1.3.7.2",0.578341222
4,"rpart","down","FFS","DROP","DROP","LABEL",3,"year1",0.571183059,0.524005487,0.586118757,0.5783319,"4.3.7.2",0.554192606
5,"rpart","down","FFS","MEDIAN","UNKNOWN","LABEL",3,"year1",0.572179764,0.506441224,0.610803859,0.596428968,"5.3.7.2",0.556180055
8,"rpart","down","FFS","MEDIAN","DROP","LABEL",3,"year1",0.594220184,0.527749748,0.647013428,0.631191432,"8.3.7.2",0.584346792
9,"rpart","down","FFS","DROP","UNKNOWN","HARD",3,"year1",0.600461192,0.587127159,0.566709567,0.569163993,"9.3.7.2",0.576828031
